,logFC,AveExpr,t,P.Value,adj.P.Val,B,direction
SASH3,-1.50813001540814,5.03718669976329,-8.52135246769138,2.76849319197079e-09,3.33984673149673e-08,10.7551155897965,down
MED14,0.699983252287404,5.72124730541818,8.53217076020427,2.69722640885838e-09,3.27931906604395e-08,10.7536580160208,no DE
RPN2,0.761983193290353,8.38509494258092,8.49664519837557,2.93856620582173e-09,3.49973582888605e-08,10.7510879238144,no DE
CASKIN2,-1.64648226781151,6.57491334034327,-8.50391154649183,2.88746731158665e-09,3.45147534964657e-08,10.7363881121642,down
TM9SF4,0.622373292699984,6.44371197505928,8.52917360532143,2.71678056196199e-09,3.29573760922768e-08,10.7354410481949,no DE
C11orf24,0.979448218946729,4.84612367966727,8.50184753869272,2.90188888231741e-09,3.46237253938657e-08,10.7331745127933,no DE
UCHL5,0.982173102372839,4.33617609603143,8.47035888871159,3.13127037298663e-09,3.68867687511338e-08,10.7326695120335,no DE
ENC1,1.22060681181935,5.80821797052473,8.52491807023931,2.74479405060862e-09,3.32662922401061e-08,10.7274995289141,up
PLEKHA8,1.75319094645623,1.65938194054966,8.26110954794919,5.20851892996015e-09,5.67976588076607e-08,10.7270762806698,up
KIF20B,1.75070766702171,2.88765334207988,8.34564797169809,4.2377056316898e-09,4.73747005636509e-08,10.7261022054441,up
THOC3,1.02263402446345,4.51526284761622,8.44885370859564,3.29850887522802e-09,3.84530472226167e-08,10.719329047355,up
UGGT1,0.824876609803841,6.40632157331587,8.52192826967185,2.76465194403018e-09,3.33984673149673e-08,10.7174716439358,no DE
GGA2,-1.10845448342231,7.35496301742987,-8.49320344039431,2.9630913775733e-09,3.51611197740585e-08,10.712840607298,down
OLA1,0.965038264675431,5.70978888372594,8.50633692862389,2.87061438055736e-09,3.43762656049681e-08,10.695122717238,no DE
CXCL14,3.74897681816495,2.8848226507617,8.38901136981558,3.81361968263007e-09,4.34752643819828e-08,10.6942305546609,up
ATAD3A,1.06605296335196,4.82152569793885,8.48090520962326,3.05244903869954e-09,3.60575722191358e-08,10.6858346556989,up
TTC27,0.814328522474981,3.94719006570112,8.44873882372466,3.29942640690498e-09,3.84530472226167e-08,10.6851668318754,no DE
CAB39L,-1.16770997323736,4.64890617528017,-8.49451528632851,2.95371887558196e-09,3.51008969529082e-08,10.683966290967,down
GIPC3,-1.05887085930867,3.11954432121188,-8.45110715215387,3.28056432522088e-09,3.83359052257012e-08,10.6818827389085,down
TMEM109,-0.807277692258239,7.317902762048,-8.47501807164282,3.09619497521336e-09,3.65082502361879e-08,10.6812781539011,no DE
NUF2,4.53844475567371,0.223937792478831,8.38847894959284,3.81855444126502e-09,4.34841534658115e-08,10.6803460215772,up
GNG2,-1.12405961713204,4.66822676799038,-8.49428987290149,2.95532718541685e-09,3.51008969529082e-08,10.6715429852964,down
DDX56,0.796723683340758,5.55293814032785,8.48952202217093,2.9895560775152e-09,3.54107762974646e-08,10.6615864332625,no DE
MKI67,3.41618509716923,3.88599056826582,8.35278439294636,4.16473227544711e-09,4.6779982435235e-08,10.6591127592353,up
SEPT10,-1.20029191743112,6.71698430547942,-8.47615660402229,3.08768508853905e-09,3.64408259138338e-08,10.6485819751078,down
AHCY,1.17795960299106,6.71381548521928,8.49147699873157,2.9754723307718e-09,3.52759676054172e-08,10.6444262258545,up
NPNT,-2.27381920357392,7.44420299699544,-8.44576605894061,3.32325944548106e-09,3.85957438512297e-08,10.6386463646574,down
SACM1L,-0.882628580788573,6.11202137017963,-8.48822801547587,2.99891564011106e-09,3.54894341345147e-08,10.6356906559506,no DE
PLEKHG6,1.86941624085261,2.11043833550035,8.28188562533392,4.95063216537971e-09,5.42574321198165e-08,10.6290771593246,up
ADAMTS1,-2.11653322606316,6.54719980280383,-8.45893616530154,3.21899263307738e-09,3.77855313305387e-08,10.6255237672757,down
POLR3A,0.876799656428591,4.22529478236191,8.43364296404505,3.42228883363561e-09,3.95669939286498e-08,10.6172329192751,no DE
HS6ST2,4.17341621957391,2.35116547337678,8.2319771701389,5.59344304591223e-09,5.99927790289994e-08,10.6140850103904,up
PFAS,0.802056375055516,3.97547962081226,8.42835789645401,3.46640023084561e-09,3.99355006295037e-08,10.6117391401101,no DE
MARCKSL1,2.24593419494076,6.37719547902187,8.46981363819809,3.13540161450503e-09,3.68867687511338e-08,10.6077391357061,up
CXorf57,-1.84512065245428,2.12430756143396,-8.28857938813038,4.87035392585466e-09,5.3557480871256e-08,10.6022816142094,down
SSH2,-1.01816012514689,5.52391049136962,-8.46620539894368,3.16288127713813e-09,3.71602964090765e-08,10.6001666889251,down
NPM3,1.89778197055369,3.04952093973647,8.2950184333849,4.79438569803827e-09,5.28110687902899e-08,10.5984819035771,up
HNRNPAB,0.954257094803389,6.80814793923787,8.4696326470725,3.13677417557332e-09,3.68867687511338e-08,10.5902884177475,no DE
DSCC1,2.37209243015991,1.43172122874287,8.21962509443224,5.7653123705103e-09,6.16748694407771e-08,10.5842938891936,up
WHSC2,0.696671958705662,5.17003508768648,8.44989259472496,3.29022361479343e-09,3.84143907369398e-08,10.5764778154025,no DE
